...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,recombinant_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,recombinant_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI
95,0.716463741252697,0.483889973403569,AR,2023-06-14,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
96,NA,NA,AR,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.697457799915795,0.4577681752758325,AR,2023-06-16,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
98,NA,NA,AR,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.175221597644932,0.1364449738723495,AR,2023-06-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101,NA,NA,AR,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,0.207835229150462,0.1616935009404775,AR,2023-06-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104,0.213805699397359,0.171013868036718,AR,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105,NA,NA,AR,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,1.99176256898819,0.2018111540087305,AR,2023-06-26,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
108,0.483173530484988,0.305824648250818,AR,2023-06-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109,NA,NA,AR,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,2.10639787942187,0.682298168482545,AR,2023-07-10,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1
122,NA,NA,AR,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,0.53507856233613,0.4436665959689635,AR,2023-07-13,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
125,NA,NA,AR,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.705800456408706,0.181005602820505,AZ,2023-06-04,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1
128,0.601280121676805,0.2285543878720495,AZ,2023-06-05,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1
129,1.66679862138668,0.4265503880470775,AZ,2023-06-06,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1
130,1.04482601442984,0.277405425031417,AZ,2023-06-07,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0
131,2.05569018556967,0.387796232717252,AZ,2023-06-08,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1
132,1.66049979126162,0.422584682453834,AZ,2023-06-09,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1
133,1.23034501179214,0.4786707275264985,AZ,2023-06-10,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
134,0.618726851825348,0.2068057475919205,AZ,2023-06-11,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
135,2.26721156379766,0.382864515032121,AZ,2023-06-12,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
136,3.42812433218984,0.50133201920357,AZ,2023-06-13,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1
137,2.66891383000721,0.3033042274825775,AZ,2023-06-14,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
138,1.55776459321945,0.719361971317025,AZ,2023-06-15,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0
139,0.591956825869991,0.2283796651026555,AZ,2023-06-16,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
140,0.667551872371179,0.355195192062491,AZ,2023-06-17,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
141,8.81722736156203,0.53083232494731,AZ,2023-06-18,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1
142,7.17031034429713,0.4486243753341375,AZ,2023-06-19,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0
143,5.32126023520488,0.540093999066685,AZ,2023-06-20,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1
144,2.54988405231315,0.3791802513016665,AZ,2023-06-21,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1
145,2.73962525428277,0.4333347510435225,AZ,2023-06-22,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1
146,0.141878458210708,0.0975497127071345,AZ,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
147,1.69166679050909,0.475801569849586,AZ,2023-06-24,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1
148,2.21163824246536,0.4282825354332245,AZ,2023-06-25,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1
149,3.2507801491564,0.3774518289648825,AZ,2023-06-26,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0
150,1.97422799634413,0.32190284452925,AZ,2023-06-27,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1
151,1.33845986029209,0.3274271399256975,AZ,2023-06-28,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1
152,3.08666772423109,0.391616587112835,AZ,2023-06-29,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1
153,1.25972338872718,0.3797136865156125,AZ,2023-06-30,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1
154,0.778370948509098,0.238429615102602,AZ,2023-07-01,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
155,3.58764190149937,0.3854189490539945,AZ,2023-07-02,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0
156,1.96008322947914,0.297433231733208,AZ,2023-07-03,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1
157,1.78455487901709,0.29902905291251197,AZ,2023-07-04,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
158,2.10964525519835,0.430156018688148,AZ,2023-07-05,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0
159,1.56239984814098,0.4686443281800445,AZ,2023-07-06,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1
160,0.282974828203451,0.195727960613807,AZ,2023-07-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161,2.58662506617735,0.4329253192272355,AZ,2023-07-08,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1
162,5.08881217042016,0.417111635137625,AZ,2023-07-09,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0
163,3.00814379583782,0.3916797792888285,AZ,2023-07-10,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
164,3.42965305413922,0.401693806572896,AZ,2023-07-11,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1
165,2.21257352366201,0.378273074665421,AZ,2023-07-12,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1
166,2.76768552961428,0.3696245788283865,AZ,2023-07-13,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0
167,0.902743200952503,0.371349634935243,AZ,2023-07-14,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1
168,2.35903163752225,0.4572846212899125,AZ,2023-07-15,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1
169,3.30181160535841,0.495580015181207,CA,2023-06-04,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1
170,1.10444149174353,0.28292080201154,CA,2023-06-05,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1
171,2.6082226308303,0.429430589962621,CA,2023-06-06,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1
172,3.84854932889194,0.4538820142623445,CA,2023-06-07,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1
173,1.61826749525244,0.3815734995110185,CA,2023-06-08,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1
174,5.1135516697956,0.532324804805335,CA,2023-06-09,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1
175,1.38937454937193,0.657352305933925,CA,2023-06-10,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1
176,0.97760592504053,0.3657806739083745,CA,2023-06-11,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
177,1.58363443741923,0.3705704887761085,CA,2023-06-12,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0
178,1.54146223589341,0.324882517687904,CA,2023-06-13,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1
179,2.12680258461468,0.385481043881338,CA,2023-06-14,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1
180,1.14800490732963,0.3507217155375805,CA,2023-06-15,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1
181,1.41398533615355,0.389140840926978,CA,2023-06-16,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1
182,1.75241288739583,0.56700216599278,CA,2023-06-17,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1
183,0.668071361292621,0.4858825794843365,CA,2023-06-18,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
184,1.48730673755573,0.3146714321893555,CA,2023-06-19,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
185,3.17324814219358,0.4054722074465925,CA,2023-06-20,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1
