...1,es_score,brier_score,location,target_date,X23E_50_CI,X23F_50_CI,X24A_50_CI,other_50_CI,X23E_95_CI,X23F_95_CI,X24A_95_CI,other_95_CI
98,NA,NA,AR,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA
100,0.125453484934161,0.0712855587238345,AR,2024-02-05,1,1,1,1,1,1,1,1
101,0.117321700384695,0.066073967711281,AR,2024-02-06,1,1,1,1,1,0,0,1
102,0.115683531963431,0.0611376807496395,AR,2024-02-07,1,1,1,1,1,1,1,1
103,0.319856165411765,0.0564769415553295,AR,2024-02-08,1,1,1,1,1,1,1,1
104,0.2990868344025,0.052090327252169,AR,2024-02-09,1,1,1,1,1,1,1,1
105,NA,NA,AR,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
107,0.0864987178170593,0.04053761810477475,AR,2024-02-12,1,1,1,1,1,0,0,1
108,0.632764269607423,0.362355266014059,AR,2024-02-13,1,1,1,1,1,0,1,0
109,0.231902298455615,0.0341132872201837,AR,2024-02-14,1,1,1,1,1,1,0,0
110,NA,NA,AR,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
114,0.17273201655396,0.02199654587084435,AR,2024-02-19,1,1,1,1,1,0,0,1
115,0.168177319174346,0.02016256057814045,AR,2024-02-20,1,1,1,1,0,1,0,0
116,NA,NA,AR,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
121,0.113907510422417,0.01232899777488635,AR,2024-02-26,1,1,1,1,1,1,0,0
122,NA,NA,AR,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA
124,1.05965954492079,0.83512609341682,AR,2024-02-29,1,1,0,0,1,1,0,0
125,0.0300368919204093,0.0093655617802044,AR,2024-03-01,1,1,1,1,1,1,1,1
126,NA,NA,AR,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
127,2.75034436520208,0.1958416147323575,AZ,2024-01-21,1,0,0,1,1,0,0,0
128,4.08626410775378,0.0981006100857965,AZ,2024-01-22,1,0,0,0,1,0,0,0
129,4.96999247868127,0.107559367988883,AZ,2024-01-23,1,1,0,0,1,0,0,0
130,0.964151912785699,0.2919898145769765,AZ,2024-01-24,1,1,1,1,1,1,0,0
131,0.448239722339033,0.0511041763879285,AZ,2024-01-25,1,1,1,1,1,1,1,1
132,0.659021271793495,0.357568010488127,AZ,2024-01-26,1,1,1,0,1,0,1,0
133,1.74306562797459,0.1339538294645095,AZ,2024-01-27,1,0,0,1,1,0,0,1
134,0.0605933517872833,0.0381073341263584,AZ,2024-01-28,1,1,1,1,1,1,1,1
135,2.45913208878752,0.1200353979417605,AZ,2024-01-29,1,1,0,0,1,1,0,0
136,1.91815800040164,0.10491290513359,AZ,2024-01-30,1,1,0,0,1,0,0,0
137,1.52783925250448,0.0783742520005795,AZ,2024-01-31,1,0,0,1,1,0,0,0
138,0.293283206146606,0.02539106440271965,AZ,2024-02-01,1,1,1,1,1,1,0,0
139,0.271181457405477,0.0228943437407243,AZ,2024-02-02,1,1,1,1,1,0,0,0
140,NA,NA,AZ,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
141,0.350327211564754,0.01858134637843875,AZ,2024-02-04,1,1,1,1,1,0,0,1
142,1.51294124651006,0.154971675307681,AZ,2024-02-05,1,0,1,0,1,0,1,0
143,2.28674678764497,0.04758877179007265,AZ,2024-02-06,1,0,0,1,0,1,0,0
144,2.24337212357483,0.01354872235544705,AZ,2024-02-07,1,1,0,0,1,0,0,0
145,0.0230572813086657,0.0121907422344231,AZ,2024-02-08,1,1,1,1,1,1,1,1
146,0.771216680744933,0.28164676360809,AZ,2024-02-09,1,1,1,0,1,1,0,0
147,0.069951394747725,0.0098707634481365,AZ,2024-02-10,1,1,1,1,1,1,0,0
148,0.49009643311272,0.1126799091829765,AZ,2024-02-11,1,1,1,1,1,1,1,1
149,0.657982786113534,0.00799920415009075,AZ,2024-02-12,1,1,1,1,1,0,0,1
150,0.673007865967214,0.0636615077123015,AZ,2024-02-13,1,1,1,1,1,1,1,1
151,1.39298721404754,0.00649343979851735,AZ,2024-02-14,1,1,0,1,1,0,0,0
152,0.0114938085719967,0.00585562583092475,AZ,2024-02-15,1,1,1,1,1,1,1,1
153,0.0907661721356073,0.0052842807061112,AZ,2024-02-16,1,1,1,1,1,1,1,1
154,0.39474839439422,0.004772600747033415,AZ,2024-02-17,1,1,1,1,1,1,1,1
155,0.660962393985146,0.050676190956037,AZ,2024-02-18,1,1,1,1,1,1,0,0
156,1.02339195320692,0.00390418699020906,AZ,2024-02-19,1,1,0,1,1,1,1,1
157,0.952597958323858,0.065052725650706,AZ,2024-02-20,1,1,1,1,1,1,0,0
158,0.963612047600926,0.0352458943937296,AZ,2024-02-21,1,1,1,1,1,0,0,1
159,0.857101379620762,0.22837651798407901,AZ,2024-02-22,1,1,1,0,1,1,0,0
160,0.0489600967490816,0.002649444471166295,AZ,2024-02-23,1,1,1,1,1,1,1,1
161,0.0221298740384357,0.002412958524411535,AZ,2024-02-24,1,1,1,1,1,1,1,1
162,1.28278449643852,0.206450773136208,AZ,2024-02-25,1,0,0,1,1,0,0,1
163,0.166625235774711,0.002010846705251015,AZ,2024-02-26,1,1,1,1,1,1,1,1
164,0.576913486019597,0.085651012803184,AZ,2024-02-27,1,1,1,1,1,1,1,1
165,0.080991304625549,0.001687135402358455,AZ,2024-02-28,1,1,1,1,1,1,1,1
166,0.0321992407258315,0.001549593362949715,AZ,2024-02-29,1,1,1,1,1,1,1,1
167,0.00359995133202178,0.001425980095528925,AZ,2024-03-01,1,1,1,1,1,1,1,1
168,0.0473336617204189,0.00131481685320745,AZ,2024-03-02,1,1,1,1,1,1,1,1
169,0.494791081155323,0.225609356006185,CA,2024-01-21,1,1,1,1,1,0,0,0
170,3.42037933836988,0.090030519798204,CA,2024-01-22,1,0,0,0,1,1,0,0
171,2.52865692780649,0.03867907029632305,CA,2024-01-23,1,0,0,0,1,1,1,1
172,0.994451200511585,0.0957072162585215,CA,2024-01-24,1,1,1,1,1,0,0,0
173,1.10187794851068,0.14718834156463,CA,2024-01-25,1,1,1,1,1,1,0,0
174,2.4208703203106,0.1122598806169985,CA,2024-01-26,1,0,0,1,1,0,0,0
175,2.98775413538221,0.02671750671270705,CA,2024-01-27,1,0,0,0,1,0,0,0
176,2.08568094228755,0.0568810400607985,CA,2024-01-28,1,0,0,1,1,0,0,1
177,3.69579929390802,0.0898281304546435,CA,2024-01-29,1,0,0,1,1,0,0,0
178,5.151323823404,0.0786487996829875,CA,2024-01-30,1,1,0,0,1,0,0,0
179,4.02865435621679,0.087776030256955,CA,2024-01-31,1,1,0,0,1,0,0,0
180,2.22991327329451,0.103427263450691,CA,2024-02-01,1,1,1,1,0,1,0,0
181,1.6274902707416,0.1029880662503795,CA,2024-02-02,1,1,1,1,1,0,0,0
182,3.33734648701731,0.049162101967404,CA,2024-02-03,1,1,0,0,1,0,0,0
183,1.59523760915078,0.0406141111119538,CA,2024-02-04,1,1,0,1,1,0,0,0
184,1.3463367147283,0.065405305642254,CA,2024-02-05,1,1,1,1,1,0,0,0
185,1.74300075124998,0.1042905698834525,CA,2024-02-06,1,0,1,1,1,0,0,0
186,1.18489664716033,0.0840676537775875,CA,2024-02-07,1,1,1,1,1,0,0,1
187,3.96031581242538,0.0372238558636669,CA,2024-02-08,1,1,0,0,1,0,0,0
188,3.69713085098253,0.110278496086862,CA,2024-02-09,1,0,0,0,1,0,0,0
189,2.35927145815171,0.1383071490423455,CA,2024-02-10,1,1,0,0,1,0,0,0
190,0.0861039627697358,0.0061221322385378,CA,2024-02-11,1,1,1,1,1,1,1,1
191,2.39770306774836,0.1029131630815315,CA,2024-02-12,1,1,0,0,1,1,1,1
192,1.91927269275167,0.083510495619513,CA,2024-02-13,1,1,1,0,1,0,0,1
193,1.47175861246485,0.0388645095216754,CA,2024-02-14,1,1,1,1,1,0,0,0
194,3.45496996962496,0.111857102407034,CA,2024-02-15,1,0,0,0,1,0,0,0
195,0.904446515288012,0.03635840010058905,CA,2024-02-16,1,1,1,1,1,0,0,0
196,0.48531564464108,0.03292271602326585,CA,2024-02-17,1,1,1,1,0,1,0,0
197,0.654401914328099,0.0526148601564185,CA,2024-02-18,1,1,1,1,0,1,0,0
198,0.800537052240389,0.03857403319203875,CA,2024-02-19,1,1,1,1,1,1,0,0
199,0.370382354283707,0.002471726078911215,CA,2024-02-20,1,1,1,1,1,0,0,0
200,3.4780071101302,0.082279526429096,CA,2024-02-21,1,1,0,0,1,1,0,0
201,1.55433681699151,0.0627868657971145,CA,2024-02-22,1,0,1,1,1,0,0,0
202,1.81373824632094,0.061879850257429,CA,2024-02-23,1,1,1,0,1,0,0,0
203,0.870916203271482,0.0557595863157765,CA,2024-02-24,1,1,1,1,1,0,1,0
204,0.61839403809154,0.001491737866957855,CA,2024-02-25,1,1,1,1,0,1,0,0
205,2.66281941462283,0.0753775553869245,CA,2024-02-26,1,1,0,0,0,0,0,0
206,6.3989693441843,0.1111187941677435,CA,2024-02-27,1,1,0,0,1,0,0,0
207,3.39069229909269,0.074088410654417,CA,2024-02-28,1,1,0,0,1,1,0,0
208,0.0439927187400929,9.94707139012405e-4,CA,2024-02-29,1,1,1,1,1,1,1,1
209,0.0594792226845289,8.98583002748825e-4,CA,2024-03-01,1,1,1,1,1,1,1,1
210,0.357207719254133,8.1161199632915e-4,CA,2024-03-02,1,1,1,1,1,0,0,0
211,NA,NA,CO,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA
212,0.954507227575032,0.066163400945928,CO,2024-01-22,1,1,0,1,1,1,0,0
213,0.254610757848738,0.0609172397065815,CO,2024-01-23,1,1,1,1,1,1,1,1
214,NA,NA,CO,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA
215,NA,NA,CO,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA
216,0.214230592020359,0.04691036453519115,CO,2024-01-26,1,1,1,1,1,1,0,0
217,NA,NA,CO,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA
219,0.503722339752601,0.03537463377776155,CO,2024-01-29,1,1,1,1,1,0,0,1
220,0.0506179135894332,0.032043210481659,CO,2024-01-30,1,1,1,1,1,1,1,1
221,0.0489232331948002,0.0289538860830398,CO,2024-01-31,1,1,1,1,1,0,0,1
222,0.427521386396581,0.02609698843314385,CO,2024-02-01,1,1,1,1,1,1,0,0
223,0.262263389785739,0.023462435560834,CO,2024-02-02,1,1,1,1,1,1,1,1
224,NA,NA,CO,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA
226,0.0322820408006274,0.01678764224196355,CO,2024-02-05,1,1,1,1,1,1,1,1
227,0.0288597571208229,0.01493638981703295,CO,2024-02-06,1,1,1,1,1,1,1,1
228,0.0296140420655349,0.01325385265061825,CO,2024-02-07,1,1,1,1,1,1,1,1
229,0.0885673246282803,0.01172922726069855,CO,2024-02-08,1,1,1,1,1,1,1,1
230,0.0892396236631085,0.0103518577785308,CO,2024-02-09,1,1,1,1,1,0,0,1
231,0.896570236238795,0.4272763049057915,CO,2024-02-10,1,1,1,0,1,1,0,0
232,NA,NA,CO,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
233,0.0695515830435158,0.00700025104473415,CO,2024-02-12,1,1,1,1,1,1,0,0
234,0.917679928327987,0.439505999246636,CO,2024-02-13,1,1,1,0,1,1,0,0
235,NA,NA,CO,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
236,0.0181133745492953,0.00461678969301193,CO,2024-02-15,1,1,1,1,1,1,1,1
237,NA,NA,CO,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
241,0.0113691739305315,0.002180478753763755,CO,2024-02-20,1,1,1,1,0,1,0,1
242,0.123437536306074,0.001860778850659235,CO,2024-02-21,1,1,1,1,1,0,0,1
243,NA,NA,CO,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
244,1.03774691938473,0.4709697394539,CO,2024-02-23,1,1,0,0,1,1,0,0
245,NA,NA,CO,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
247,0.0615965976069139,8.0701552787991e-4,CO,2024-02-26,1,1,1,1,0,1,0,1
248,0.00848888760107906,6.77052180060905e-4,CO,2024-02-27,1,1,1,1,1,1,1,1
249,0.00688156318064442,5.6641562785787e-4,CO,2024-02-28,1,1,1,1,1,1,1,1
250,0.0261067684234327,4.7252453766741e-4,CO,2024-02-29,1,1,1,1,1,1,1,1
251,NA,NA,CO,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
253,0.133435361669281,0.020796272597738,CT,2024-01-21,1,1,1,1,1,1,1,1
254,1.0037957779361,0.0182177776362435,CT,2024-01-22,1,1,0,1,1,0,0,0
255,1.22878634918374,0.01593845546252065,CT,2024-01-23,1,1,0,1,1,0,0,1
256,0.577576850944636,0.01392844930872085,CT,2024-01-24,1,1,1,1,1,1,1,1
257,0.65448076388827,0.177077024416054,CT,2024-01-25,1,1,1,1,1,0,1,0
258,0.153226763232901,0.0106070289370608,CT,2024-01-26,1,1,1,1,1,1,1,1
259,NA,NA,CT,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
260,0.016852801151474,0.0080554740331037,CT,2024-01-28,1,1,1,1,1,1,1,1
261,0.613285448308332,0.1149783382945495,CT,2024-01-29,1,1,1,1,1,1,1,1
262,0.0480093182942186,0.0061082375495093,CT,2024-01-30,1,1,1,1,1,1,1,1
263,0.0384277854934022,0.0053178669274855,CT,2024-01-31,1,1,1,1,1,1,1,1
264,0.631767606275987,0.1509027796326885,CT,2024-02-01,1,1,1,1,1,0,0,1
265,0.335759080802302,0.004031964322621465,CT,2024-02-02,1,1,1,1,1,1,1,1
266,NA,NA,CT,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
267,0.00716115320219902,0.003061205932343675,CT,2024-02-04,1,1,1,1,1,1,1,1
268,0.0418358428047494,0.00266966355539259,CT,2024-02-05,1,1,1,1,1,0,0,1
269,0.867740794905483,0.1854006098585375,CT,2024-02-06,1,0,1,1,1,1,1,1
270,0.0568889492504588,0.002035316564621275,CT,2024-02-07,1,1,1,1,1,1,1,1
271,1.18330719630071,0.4652693371454895,CT,2024-02-08,1,1,0,0,1,1,0,0
272,0.0281866433615351,0.00155805695109835,CT,2024-02-09,1,1,1,1,1,1,1,1
273,NA,NA,CT,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA
274,0.00233688892052832,0.001198797254069215,CT,2024-02-11,1,1,1,1,1,1,1,1
275,0.0553787019183023,0.001053865150848395,CT,2024-02-12,1,1,1,1,1,1,1,1
276,NA,NA,CT,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
277,0.00133817130235393,8.18506272918165e-4,CT,2024-02-14,1,1,1,1,1,1,1,1
278,0.00154026242074312,7.23286967168045e-4,CT,2024-02-15,1,1,1,1,1,1,1,1
279,NA,NA,CT,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
280,8.9180307476868e-4,5.6811945307656e-4,CT,2024-02-17,1,1,1,1,1,1,1,1
281,NA,NA,CT,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
282,0.00262058970286998,4.50014629555435e-4,CT,2024-02-19,1,1,1,1,1,1,1,1
283,NA,NA,CT,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
284,0.00424426418326335,3.59703687963985e-4,CT,2024-02-21,1,1,1,1,1,1,1,1
285,1.33129381936307,0.4864583310576695,CT,2024-02-22,1,0,0,1,1,0,0,1
286,0.00149100806436696,2.90287479837405e-4,CT,2024-02-23,1,1,1,1,1,1,1,1
287,NA,NA,CT,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
288,0.00227868796216313,2.36630492892165e-4,CT,2024-02-25,1,1,1,1,1,1,1,1
289,3.1302203054278e-4,2.14474792653885e-4,CT,2024-02-26,1,1,1,1,1,1,1,1
290,0.00102184469226497,1.94906535608895e-4,CT,2024-02-27,1,1,1,1,1,1,1,1
291,2.3471702526983e-4,1.77596552604255e-4,CT,2024-02-28,1,1,1,1,1,1,1,1
292,0.00170043513753695,1.62260136469805e-4,CT,2024-02-29,1,1,1,1,1,1,1,1
293,NA,NA,CT,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
294,NA,NA,CT,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
295,0.961082651200108,0.65516465469417,DC,2024-01-21,1,0,0,1,1,0,0,1
296,NA,NA,DC,2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA
297,0.176279880176435,0.0408478131713439,DC,2024-01-23,1,1,1,1,1,1,0,0
298,NA,NA,DC,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA
299,NA,NA,DC,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA
300,NA,NA,DC,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA
301,NA,NA,DC,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
302,NA,NA,DC,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA
303,NA,NA,DC,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA
304,NA,NA,DC,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA
305,0.0341825599793437,0.02528362588159265,DC,2024-01-31,1,1,1,1,1,0,0,1
306,0.0316651325618022,0.02395945104749995,DC,2024-02-01,1,1,1,1,1,1,1,1
307,0.0281995739466428,0.0227396103792387,DC,2024-02-02,1,1,1,1,1,1,1,1
308,NA,NA,DC,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
309,NA,NA,DC,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA
310,NA,NA,DC,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA
311,NA,NA,DC,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA
312,NA,NA,DC,2024-02-07,NA,NA,NA,NA,NA,NA,NA,NA
313,NA,NA,DC,2024-02-08,NA,NA,NA,NA,NA,NA,NA,NA
